192.168.0.100
3.92
10.2
3.08
11.7
3.56
9.24
3.37
5.02
3.23
3.85
3.17
5.33
15.1
3.74
3.72
3.59
3.65
3.15
3.28
7.3
3.18
3.41
3.01
3.35
3.54
3.28
7.97
3.24
19.6
3.3
3.63
3.73
3.89
3.46
3.24
3.95
3.69
4.92
3.41
5.66
3.88
3.19
3.98
4.02
3.28
3.91
3.72
3.32
3.56
12.6
3.32
4.81
3.63
4.12
3.33
4.76
4.7
6.22
8.08
