raspberry pi VPN network-home, 
57, 
47, 
56, 
46, 
63, 
46, 
43, 
69, 
46, 
45, 
56, 
51, 
56, 
45, 
47, 
48, 
44, 
48, 
44, 
43, 
46, 
48, 
46, 
48, 
47, 
45, 
43, 
44, 
45, 
46, 
46, 
59, 
50, 
81, 
46, 
50, 
46, 
49, 
44, 
46, 
49, 
46, 
54, 
48, 
47, 
49, 
45, 
47, 
45, 
47, 
48, 
46, 
50, 
48, 
49, 
45, 
43, 
62, 
47, 
48, 
41, 
44, 
40, 
38, 
39, 
40, 
38, 
36, 
38, 
38, 
40, 
47, 
46, 
45, 
44, 
47, 
48, 
47, 
48, 
48, 
50, 
49, 
48, 
49, 
45, 
48, 
47, 
49, 
45, 
39, 
38, 
37, 
37, 
38, 
40, 
39, 
38, 
39, 
48, 
48, 
51, 
46, 
48, 
48, 
43, 
66, 
63, 
54, 
48, 
51, 
46, 
44, 
48, 
44, 
47, 
73, 
48, 
129, 
40, 
40, 
38, 
36, 
36, 
38, 
38, 
39, 
47, 
45, 
46, 
45, 
63, 
48, 
51, 
47, 
48, 
44, 
47, 
47, 
46, 
49, 
47, 
45, 
46, 
45, 
37, 
36, 
39, 
38, 
37, 
34, 
39, 
39, 
38, 
52, 
48, 
45, 
46, 
46, 
54, 
49, 
55, 
52, 
49, 
65, 
45, 
44, 
47, 
49, 
45, 
45, 
50, 
45, 
45, 
50, 
49, 
48, 
54, 
48, 
44, 
48, 
46, 
48, 
45, 
45, 
46, 
45, 
49, 
51, 
45, 
48, 
49, 
57, 
48, 
46, 
44, 
45, 
47, 
49, 
49, 
36, 
43, 
37, 
40, 
59, 
40, 
37, 
56, 
47, 
50, 
47, 
47, 
50, 
44, 
49, 
47, 
45, 
45, 
45, 
45, 
48, 
52, 
47, 
47, 
100, 
134, 
44, 
37, 
36, 
44, 
40, 
39, 
40, 
41, 
40, 
39, 
47, 
48, 
47, 
45, 
45, 
47, 
45, 
51, 
51, 
46, 
47, 
46, 
46, 
47, 
47, 
47, 
46, 
58, 
47, 
52, 
49, 
47, 
43, 
45, 
48, 
50, 
49, 
50, 
48, 
45, 
45, 
45, 
44, 
50, 
46, 
48, 
46, 
47, 
44, 
47, 
50, 
55, 
48, 
48, 
49, 
46, 
46, 
49, 
51, 
47, 
54, 
46, 
56, 
49, 
49, 
46, 
50, 
50, 
45, 
47, 
46, 
49, 
48, 
47, 
54, 
46, 
43, 
46, 
45, 
52, 
48, 
51, 
61, 
55, 
37, 
42, 
39, 
36, 
37, 
39, 
37, 
41, 
38, 
60, 
48, 
44, 
45, 
47, 
45, 
48, 
65, 
46, 
52, 
47, 
45, 
56, 
47, 
129, 
48, 
44, 
50, 
44, 
47, 
55, 
53, 
47, 
45, 
66, 
46, 
44, 
48, 
44, 
48, 
49, 
45, 
168, 
75, 
48, 
48, 
50, 
50, 
54, 
53, 
46, 
45, 
49, 
47, 
47, 
46, 
47, 
44, 
50, 
53, 
46, 
68, 
53, 
48, 
46, 
49, 
45, 
48, 
46, 
45, 
46, 
48, 
45, 
42, 
51, 
44, 
47, 
44, 
42, 
51, 
47, 
47, 
52, 
54, 
49, 
45, 
52, 
46, 
50, 
58, 
46, 
47, 
47, 
47, 
46, 
45, 
48, 
49, 
56, 
46, 
66, 
45, 
47, 
47, 
50, 
45, 
47, 
47, 
49, 
52, 
54, 
43, 
49, 
47, 
50, 
45, 
47, 
46, 
48, 
46, 
50, 
46, 
51, 
45, 
49, 
47, 
52, 
47, 
44, 
51, 
44, 
53, 
52, 
43, 
50, 
45, 
50, 
48, 
42, 
37, 
40, 
37, 
41, 
44, 
37, 
38, 
37, 
44, 
47, 
49, 
46, 
44, 
49, 
48, 
45, 
53, 
50, 
49, 
48, 
55, 
47, 
47, 
47, 
48, 
46, 
48, 
49, 
44, 
45, 
51, 
44, 
48, 
49, 
46, 
46, 
47, 
46, 
49, 
45, 
48, 
46, 
49, 
47, 
43, 
44, 
47, 
43, 
50, 
47, 
54, 
53, 
46, 
51, 
42, 
38, 
39, 
39, 
45, 
40, 
38, 
40, 
55, 
46, 
50, 
49, 
59, 
48, 
44, 
51, 
43, 
46, 
48, 
48, 
52, 
50, 
45, 
49, 
48, 
41, 
44, 
38, 
42, 
38, 
40, 
39, 
37, 
38, 
37, 
41, 
48, 
47, 
45, 
48, 
53, 
51, 
47, 
51, 
48, 
48, 
48, 
51, 
91, 
47, 
49, 
48, 
46, 
46, 
43, 
51, 
47, 
46, 
53, 
48, 
48, 
50, 
50, 
43, 
51, 
46, 
54, 
45, 
44, 
49, 
46, 
47, 
46, 
48, 
52, 
47, 
49, 
46, 
45, 
48, 
49, 
46, 
48, 
44, 
52, 
45, 
51, 
46, 
52, 
48, 
94, 
45, 
48, 
51, 
47, 
48, 
49, 
46, 
46, 
45, 
46, 
49, 
48, 
56, 
49, 
48, 
43, 
42, 
48, 
61, 
49, 
46, 
50, 
43, 
45, 
48, 
45, 
49, 
47, 
49, 
48, 
45, 
46, 
48, 
47, 
48, 
44, 
46, 
47, 
46, 
44, 
45, 
51, 
45, 
48, 
48, 
48, 
49, 
48, 
49, 
48, 
50, 
46, 
50, 
47, 
46, 
50, 
48, 
50, 
48, 
48, 
57, 
46, 
49, 
98, 
45, 
46, 
45, 
46, 
46, 
47, 
48, 
45, 
46, 
37, 
40, 
37, 
38, 
41, 
38, 
40, 
37, 
36, 
47, 
47, 
47, 
46, 
51, 
47, 
50, 
45, 
47, 
46, 
52, 
45, 
45, 
48, 
48, 
46, 
49, 
47, 
53, 
37, 
35, 
44, 
36, 
38, 
43, 
40, 
43, 
41, 
50, 
48, 
49, 
42, 
49, 
44, 
51, 
47, 
47, 
64, 
55, 
48, 
50, 
47, 
53, 
48, 
47, 
55, 
45, 
48, 
55, 
46, 
47, 
48, 
55, 
49, 
49, 
46, 
43, 
49, 
48, 
51, 
45, 
45, 
45, 
45, 
47, 
46, 
49, 
47, 
46, 
50, 
49, 
50, 
46, 
46, 
48, 
52, 
48, 
47, 
50, 
46, 
50, 
44, 
52, 
50, 
47, 
47, 
50, 
52, 
67, 
123, 
51, 
48, 
49, 
46, 
48, 
50, 
48, 
45, 
46, 
74, 
75, 
50, 
90, 
48, 
54, 
71, 
43, 
46, 
46, 
48, 
45, 
50, 
56, 
54, 
48, 
45, 
49, 
46, 
46, 
48, 
51, 
46, 
50, 
48, 
51, 
49, 
53, 
44, 
40, 
41, 
37, 
41, 
39, 
39, 
41, 
38, 
41, 
48, 
69, 
46, 
50, 
45, 
50, 
47, 
46, 
49, 
46, 
44, 
46, 
48, 
48, 
47, 
45, 
45, 
45, 
51, 
48, 
47, 
46, 
106, 
45, 
49, 
51, 
47, 
45, 
43, 
45, 
48, 
47, 
51, 
46, 
52, 
45, 
49, 
48, 
49, 
43, 
47, 
44, 
49, 
45, 
49, 
73, 
65, 
43, 
39, 
40, 
39, 
39, 
37, 
52, 
39, 
51, 
49, 
49, 
49, 
49, 
45, 
46, 
47, 
58, 
49, 
50, 
44, 
43, 
46, 
50, 
47, 
44, 
52, 
43, 
47, 
48, 
47, 
44, 
46, 
48, 
48, 
48, 
47, 
47, 
58, 
46, 
51, 
46, 
51, 
45, 
48, 
47, 
49, 
46, 
48, 
45, 
44, 
47, 
48, 
44, 
52, 
50, 
62, 
46, 
47, 
47, 
49, 
48, 
46, 
50, 
47, 
52, 
48, 
45, 
45, 
47, 
49, 
50, 
46, 
46, 
47, 
51, 
45, 
46, 
46, 
49, 
50, 
46, 
39, 
41, 
39, 
39, 
38, 
43, 
39, 
39, 
45, 
45, 
46, 
46, 
42, 
49, 
43, 
48, 
49, 
50, 
53, 
46, 
46, 
47, 
49, 
47, 
47, 
44, 
48, 
48, 
47, 
45, 
49, 
48, 
47, 
52, 
49, 
50, 
46, 
48, 
44, 
45, 
84, 
47, 
46, 
45, 
46, 
52, 
48, 
51, 
54, 
46, 
46, 
49, 
43, 
44, 
44, 
38, 
42, 
36, 
41, 
38, 
37, 
39, 
43, 
46, 
44, 
49, 
48, 
48, 
46, 
48, 
46, 
46, 
45, 
48, 
46, 
61, 
47, 
47, 
48, 
46, 
48, 
50, 
50, 
46, 
43, 
48, 
48, 
48, 
51, 
47, 
49, 
47, 
49, 
58, 
47, 
47, 
50, 
48, 
44, 
44, 
49, 
44, 
50, 
47, 
49, 
49, 
48, 
47, 
45, 
44, 
40, 
47, 
51, 
47, 
45, 
49, 
47, 
45, 
45, 
46, 
49, 
48, 
44, 
48, 
49, 
48, 
47, 
45, 
51, 
47, 
48, 
47, 
44, 
45, 
49, 
46, 
48, 
46, 
54, 
47, 
51, 
46, 
49, 
47, 
44, 
45, 
47, 
45, 
45, 
121, 
57, 
45, 
48, 
46, 
46, 
47, 
50, 
48, 
41, 
47, 
48, 
44, 
46, 
45, 
46, 
34, 
39, 
40, 
40, 
41, 
43, 
40, 
39, 
40, 
54, 
48, 
62, 
45, 
44, 
47, 
50, 
55, 
42, 
46, 
45, 
48, 
51, 
47, 
46, 
46, 
47, 
48, 
57, 
44, 
37, 
41, 
40, 
39, 
45, 
41, 
41, 
47, 
45, 
43, 
47, 
46, 
48, 
47, 
50, 
61, 
48, 
45, 
48, 
47, 
46, 
46, 
44, 
45, 
52, 
46, 
51, 
44, 
52, 
45, 
47, 
48, 
54, 
49, 
50, 
46, 
45, 
49, 
46, 
47, 
47, 
44, 
47, 
49, 
51, 
46, 
57, 
50, 
47, 
45, 
47, 
48, 
47, 
54, 
37, 
38, 
39, 
38, 
39, 
41, 
43, 
39, 
37, 
49, 
43, 
60, 
46, 
51, 
46, 
43, 
45, 
46, 
46, 
44, 
47, 
52, 
44, 
51, 
47, 
46, 
50, 
42, 
46, 
63, 
49, 
44, 
46, 
46, 
45, 
51, 
52, 
44, 
48, 
48, 
52, 
58, 
49, 
45, 
61, 
46, 
49, 
50, 
52, 
45, 
46, 
50, 
45, 
55, 
53, 
40, 
36, 
41, 
46, 
37, 
36, 
39, 
39, 
41, 
51, 
46, 
49, 
45, 
50, 
42, 
45, 
46, 
45, 
49, 
48, 
45, 
47, 
53, 
47, 
47, 
50, 
49, 
57, 
45, 
46, 
48, 
50, 
52, 
48, 
47, 
45, 
59, 
46, 
50, 
45, 
47, 
48, 
49, 
51, 
46, 
45, 
48, 
44, 
43, 
47, 
47, 
66, 
48, 
48, 
43, 
45, 
49, 
48, 
49, 
46, 
49, 
81, 
47, 
48, 
46, 
49, 
45, 
45, 
46, 
45, 
47, 
49, 
47, 
48, 
51, 
71, 
47, 
45, 
48, 
46, 
44, 
46, 
40, 
40, 
39, 
38, 
37, 
40, 
41, 
36, 
36, 
49, 
49, 
51, 
49, 
48, 
51, 
48, 
48, 
50, 
55, 
47, 
45, 
49, 
49, 
46, 
48, 
48, 
43, 
44, 
49, 
44, 
50, 
46, 
45, 
44, 
45, 
49, 
43, 
46, 
45, 
49, 
44, 
51, 
43, 
50, 
47, 
48, 
57, 
50, 
46, 
48, 
52, 
47, 
48, 
45, 
47, 
50, 
52, 
51, 
51, 
51, 
43, 
49, 
43, 
45, 
47, 
49, 
57, 
47, 
45, 
51, 
46, 
44, 
47, 
46, 
44, 
48, 
43, 
46, 
47, 
49, 
51, 
46, 
32, 
37, 
39, 
37, 
45, 
120, 
39, 
39, 
56, 
50, 
45, 
53, 
61, 
52, 
45, 
47, 
53, 
47, 
49, 
52, 
47, 
52, 
48, 
46, 
46, 
53, 
58, 
47, 
52, 
48, 
44, 
58, 
48, 
45, 
51, 
50, 
50, 
52, 
50, 
46, 
43, 
51, 
44, 
51, 
46, 
47, 
48, 
54, 
48, 
46, 
49, 
48, 
50, 
43, 
53, 
50, 
49, 
63, 
46, 
47, 
57, 
48, 
48, 
60, 
46, 
61, 
46, 
51, 
47, 
49, 
49, 
45, 
48, 
53, 
48, 
44, 
49, 
48, 
45, 
51, 
47, 
48, 
46, 
48, 
47, 
49, 
47, 
49, 
45, 
44, 
45, 
51, 
54, 
53, 
51, 
48, 
48, 
47, 
50, 
47, 
49, 
54, 
48, 
59, 
60, 
50, 
46, 
48, 
60, 
51, 
45, 
41, 
43, 
126, 
40, 
41, 
41, 
39, 
39, 
45, 
49, 
56, 
55, 
50, 
53, 
50, 
48, 
52, 
50, 
45, 
45, 
46, 
62, 
46, 
45, 
52, 
44, 
49, 
48, 
56, 
51, 
51, 
56, 
63, 
55, 
59, 
52, 
47, 
47, 
45, 
48, 
50, 
53, 
58, 
48, 
48, 
54, 
47, 
45, 
46, 
50, 
52, 
45, 
47, 
47, 
49, 
47, 
45, 
44, 
45, 
49, 
51, 
48, 
56, 
47, 
50, 
46, 
47, 
48, 
51, 
47, 
46, 
44, 
44, 
53, 
50, 
48, 
49, 
48, 
49, 
50, 
48, 
48, 
54, 
49, 
47, 
47, 
49, 
47, 
46, 
49, 
165, 
48, 
47, 
47, 
47, 
51, 
47, 
45, 
55, 
47, 
47, 
47, 
50, 
62, 
49, 
46, 
49, 
49, 
50, 
45, 
135, 
46, 
48, 
47, 
47, 
48, 
51, 
46, 
44, 
47, 
45, 
45, 
46, 
50, 
49, 
49, 
44, 
51, 
53, 
51, 
51, 
47, 
47, 
47, 
49, 
41, 
37, 
40, 
37, 
37, 
41, 
38, 
38, 
39, 
47, 
56, 
53, 
46, 
59, 
50, 
58, 
54, 
50, 
54, 
49, 
49, 
47, 
47, 
50, 
50, 
49, 
49, 
47, 
55, 
51, 
48, 
46, 
47, 
47, 
49, 
47, 
50, 
51, 
50, 
48, 
49, 
48, 
56, 
48, 
45, 
47, 
46, 
51, 
52, 
49, 
54, 
46, 
47, 
47, 
45, 
48, 
49, 
49, 
47, 
48, 
56, 
48, 
48, 
45, 
48, 
50, 
49, 
56, 
48, 
69, 
55, 
48, 
49, 
52, 
49, 
46, 
71, 
46, 
56, 
51, 
58, 
144, 
48, 
135, 
50, 
46, 
48, 
49, 
51, 
49, 
47, 
44, 
48, 
49, 
47, 
56, 
46, 
46, 
46, 
48, 
51, 
50, 
46, 
51, 
47, 
49, 
49, 
49, 
49, 
41, 
41, 
36, 
35, 
40, 
39, 
46, 
37, 
41, 
46, 
46, 
49, 
52, 
44, 
49, 
57, 
54, 
47, 
44, 
47, 
47, 
47, 
50, 
50, 
48, 
46, 
56, 
53, 
46, 
52, 
48, 
48, 
46, 
48, 
48, 
48, 
47, 
52, 
50, 
49, 
50, 
47, 
61, 
46, 
46, 
49, 
49, 
45, 
47, 
48, 
48, 
46, 
50, 
44, 
48, 
43, 
44, 
41, 
38, 
40, 
37, 
52, 
47, 
40, 
55, 
46, 
44, 
45, 
45, 
52, 
45, 
56, 
45, 
48, 
51, 
56, 
47, 
46, 
54, 
51, 
49, 
134, 
45, 
40, 
42, 
38, 
38, 
41, 
44, 
42, 
36, 
41, 
47, 
47, 
49, 
49, 
45, 
48, 
70, 
55, 
67, 
60, 
57, 
106, 
62, 
48, 
49, 
50, 
45, 
47, 
51, 
48, 
45, 
47, 
50, 
46, 
47, 
44, 
49, 
48, 
46, 
50, 
47, 
46, 
45, 
61, 
53, 
48, 
47, 
47, 
51, 
50, 
49, 
48, 
47, 
47, 
49, 
50, 
52, 
48, 
50, 
49, 
55, 
51, 
57, 
55, 
46, 
51, 
47, 
46, 
43, 
53, 
48, 
45, 
46, 
46, 
57, 
48, 
49, 
53, 
50, 
49, 
72, 
49, 
44, 
50, 
47, 
47, 
48, 
56, 
55, 
53, 
46, 
51, 
48, 
52, 
51, 
49, 
58, 
45, 
48, 
48, 
45, 
50, 
47, 
48, 
48, 
121, 
47, 
131, 
50, 
57, 
46, 
50, 
54, 
49, 
52, 
53, 
49, 
60, 
50, 
49, 
45, 
46, 
59, 
55, 
45, 
54, 
52, 
48, 
49, 
47, 
49, 
48, 
49, 
51, 
48, 
50, 
47, 
41, 
46, 
50, 
52, 
49, 
46, 
45, 
48, 
48, 
48, 
48, 
45, 
48, 
44, 
65, 
45, 
48, 
48, 
52, 
45, 
46, 
47, 
46, 
48, 
51, 
47, 
49, 
42, 
58, 
46, 
49, 
47, 
49, 
48, 
45, 
46, 
48, 
47, 
49, 
47, 
48, 
48, 
52, 
50, 
66, 
44, 
51, 
48, 
44, 
48, 
45, 
46, 
52, 
50, 
48, 
45, 
50, 
53, 
46, 
45, 
46, 
59, 
45, 
54, 
56, 
45, 
47, 
44, 
49, 
53, 
47, 
46, 
48, 
46, 
47, 
51, 
88, 
43, 
44, 
45, 
48, 
46, 
40, 
38, 
38, 
48, 
40, 
44, 
37, 
40, 
39, 
44, 
47, 
52, 
46, 
45, 
51, 
51, 
60, 
47, 
59, 
49, 
46, 
46, 
50, 
48, 
50, 
50, 
46, 
49, 
37, 
39, 
41, 
37, 
47, 
39, 
38, 
45, 
39, 
57, 
50, 
48, 
49, 
46, 
62, 
49, 
56, 
47, 
53, 
46, 
48, 
47, 
48, 
57, 
47, 
49, 
46, 
45, 
51, 
45, 
48, 
47, 
47, 
45, 
44, 
62, 
57, 
44, 
45, 
49, 
45, 
50, 
46, 
47, 
48, 
47, 
48, 
50, 
45, 
47, 
44, 
45, 
47, 
47, 
42, 
50, 
47, 
49, 
49, 
46, 
46, 
52, 
46, 
46, 
47, 
49, 
47, 
50, 
55, 
48, 
47, 
46, 
48, 
47, 
104, 
46, 
54, 
50, 
49, 
45, 
43, 
50, 
48, 
53, 
47, 
49, 
48, 
49, 
50, 
46, 
53, 
48, 
56, 
53, 
48, 
47, 
45, 
58, 
45, 
45, 
46, 
46, 
47, 
45, 
48, 
45, 
45, 
61, 
47, 
47, 
48, 
52, 
50, 
46, 
47, 
46, 
44, 
45, 
44, 
47, 
62, 
52, 
44, 
46, 
51, 
54, 
50, 
43, 
50, 
49, 
55, 
48, 
50, 
45, 
45, 
44, 
59, 
37, 
41, 
40, 
37, 
39, 
37, 
37, 
35, 
40, 
45, 
47, 
46, 
44, 
50, 
47, 
45, 
48, 
47, 
49, 
49, 
47, 
49, 
47, 
53, 
50, 
50, 
47, 
41, 
37, 
39, 
40, 
38, 
37, 
37, 
38, 
37, 
53, 
48, 
47, 
48, 
47, 
49, 
45, 
48, 
44, 
46, 
44, 
42, 
53, 
44, 
50, 
46, 
51, 
46, 
50, 
39, 
47, 
39, 
38, 
37, 
40, 
38, 
39, 
40, 
57, 
48, 
52, 
45, 
50, 
48, 
50, 
46, 
46, 
47, 
50, 
50, 
50, 
44, 
44, 
52, 
48, 
44, 
39, 
48, 
53, 
45, 
50, 
51, 
49, 
45, 
46, 
46, 
47, 
46, 
48, 
49, 
49, 
48, 
49, 
46, 
64, 
46, 
54, 
48, 
47, 
48, 
48, 
53, 
49, 
45, 
46, 
48, 
47, 
46, 
48, 
48, 
44, 
51, 
47, 
49, 
47, 
52, 
51, 
51, 
52, 
49, 
49, 
48, 
45, 
48, 
46, 
46, 
48, 
47, 
46, 
50, 
48, 
36, 
37, 
40, 
42, 
36, 
41, 
39, 
36, 
38, 
47, 
51, 
47, 
45, 
43, 
44, 
54, 
84, 
44, 
46, 
48, 
48, 
51, 
46, 
50, 
51, 
48, 
47, 
44, 
52, 
51, 
52, 
48, 
57, 
54, 
50, 
50, 
49, 
46, 
61, 
46, 
46, 
48, 
47, 
47, 
47, 
49, 
46, 
47, 
52, 
46, 
46, 
45, 
49, 
47, 
50, 
51, 
43, 
45, 
43, 
46, 
44, 
48, 
44, 
48, 
62, 
68, 
46, 
49, 
49, 
51, 
45, 
50, 
46, 
47, 
44, 
46, 
47, 
47, 
48, 
53, 
44, 
46, 
37, 
45, 
36, 
39, 
37, 
40, 
39, 
41, 
39, 
47, 
51, 
51, 
50, 
48, 
50, 
48, 
44, 
49, 
46, 
47, 
56, 
49, 
46, 
46, 
47, 
55, 
49, 
45, 
53, 
53, 
48, 
44, 
52, 
46, 
53, 
49, 
49, 
51, 
53, 
52, 
50, 
47, 
119, 
51, 
42, 
50, 
49, 
45, 
46, 
49, 
48, 
55, 
47, 
46, 
46, 
52, 
62, 
44, 
47, 
43, 
44, 
46, 
50, 
45, 
49, 
44, 
52, 
46, 
44, 
51, 
49, 
53, 
49, 
52, 
51, 
49, 
46, 
46, 
45, 
48, 
58, 
51, 
47, 
53, 
39, 
39, 
45, 
39, 
37, 
39, 
41, 
42, 
44, 
48, 
51, 
43, 
45, 
44, 
46, 
46, 
46, 
45, 
47, 
48, 
51, 
47, 
45, 
44, 
46, 
62, 
47, 
45, 
48, 
46, 
49, 
44, 
51, 
46, 
49, 
45, 
43, 
45, 
49, 
49, 
48, 
47, 
52, 
50, 
46, 
47, 
47, 
44, 
45, 
46, 
51, 
50, 
47, 
37, 
39, 
39, 
41, 
303, 
38, 
40, 
37, 
41, 
48, 
46, 
46, 
80, 
47, 
128, 
45, 
47, 
49, 
45, 
45, 
45, 
45, 
47, 
48, 
44, 
48, 
48, 
39, 
46, 
46, 
59, 
47, 
47, 
48, 
49, 
46, 
50, 
44, 
47, 
44, 
47, 
46, 
47, 
45, 
46, 
47, 
45, 
71, 
47, 
47, 
45, 
48, 
47, 
49, 
46, 
48, 
45, 
46, 
46, 
54, 
43, 
48, 
47, 
45, 
90, 
48, 
45, 
49, 
44, 
50, 
47, 
45, 
45, 
47, 
46, 
46, 
46, 
51, 
48, 
48, 
46, 
48, 
41, 
44, 
47, 
47, 
49, 
48, 
47, 
46, 
45, 
44, 
44, 
57, 
48, 
50, 
46, 
45, 
47, 
43, 
44, 
47, 
51, 
44, 
48, 
