ESP32 AP,
16, 
54, 
18, 
24, 
16, 
19, 
30, 
18, 
25, 
254, 
18, 
21, 
21, 
15, 
330, 
77, 
44, 
14, 
21, 
23, 
17, 
22, 
16, 
17, 
52, 
25, 
18, 
18, 
23, 
24, 
38, 
20, 
19, 
18, 
18, 
17, 
16, 
17, 
18, 
19, 
24, 
17, 
17, 
24, 
18, 
22, 
19, 
57, 
17, 
19, 
16, 
18, 
19, 
19, 
21, 
16, 
18, 
40, 
35, 
25, 
22, 
17, 
21, 
17, 
20, 
18, 
15, 
20, 
21, 
16, 
17, 
21, 
23, 
22, 
17, 
17, 
18, 
110, 
18, 
19, 
21, 
16, 
18, 
16, 
28, 
16, 
22, 
22, 
53, 
19, 
19, 
25, 
15, 
18, 
26, 
17, 
19, 
26, 
20, 
17, 
13, 
17, 
20, 
17, 
18, 
16, 
19, 
18, 
16, 
19, 
52, 
65, 
15, 
18, 
18, 
20, 
14, 
20, 
18, 
14, 
17, 
29, 
24, 
20, 
32, 
21, 
16, 
26, 
16, 
20, 
21, 
16, 
15, 
17, 
16, 
17, 
18, 
15, 
16, 
15, 
23, 
115, 
19, 
26, 
16, 
16, 
16, 
25, 
17, 
17, 
20, 
17, 
18, 
111, 
18, 
16, 
33, 
22, 
23, 
24, 
20, 
20, 
16, 
17, 
19, 
65, 
21, 
15, 
20, 
19, 
22, 
37, 
18, 
64, 
54, 
75, 
33, 
18, 
22, 
30, 
24, 
18, 
27, 
18, 
17, 
29, 
18, 
16, 
19, 
18, 
14, 
13, 
15, 
16, 
18, 
16, 
16, 
17, 
18, 
18, 
22, 
17, 
18, 
16, 
16, 
64, 
49, 
20, 
24, 
22, 
21, 
23, 
38, 
19, 
18, 
21, 
37, 
21, 
21, 
21, 
16, 
21, 
15, 
23, 
17, 
25, 
16, 
17, 
18, 
24, 
19, 
16, 
16, 
24, 
17, 
20, 
22, 
135, 
25, 
18, 
28, 
49, 
20, 
13, 
47, 
24, 
32, 
17, 
29, 
18, 
18, 
17, 
16, 
18, 
23, 
25, 
20, 
18, 
23, 
17, 
31, 
19, 
40, 
46, 
16, 
31, 
15, 
17, 
139, 
46, 
21, 
25, 
20, 
20, 
22, 
15, 
24, 
22, 
23, 
20, 
24, 
16, 
22, 
22, 
23, 
18, 
27, 
18, 
24, 
18, 
22, 
17, 
15, 
17, 
15, 
16, 
21, 
16, 
17, 
22, 
27, 
23, 
32, 
17, 
33, 
25, 
19, 
14, 
18, 
20, 
20, 
13, 
17, 
19, 
22, 
26, 
24, 
17, 
23, 
19, 
19, 
18, 
18, 
17, 
27, 
16, 
19, 
21, 
20, 
20, 
20, 
21, 
18, 
33, 
42, 
14, 
25, 
17, 
19, 
20, 
20, 
17, 
15, 
16, 
14, 
27, 
33, 
21, 
20, 
24, 
19, 
17, 
20, 
15, 
18, 
19, 
18, 
18, 
23, 
38, 
18, 
20, 
30, 
51, 
128, 
19, 
19, 
23, 
23, 
42, 
27, 
20, 
17, 
23, 
18, 
17, 
22, 
26, 
18, 
19, 
26, 
20, 
24, 
24, 
16, 
23, 
23, 
19, 
24, 
18, 
44, 
16, 
16, 
16, 
19, 
23, 
25, 
19, 
22, 
24, 
18, 
18, 
14, 
58, 
12, 
16, 
20, 
13, 
15, 
18, 
17, 
15, 
17, 
71, 
16, 
32, 
17, 
20, 
26, 
15, 
20, 
19, 
39, 
27, 
26, 
21, 
18, 
17, 
19, 
21, 
21, 
22, 
24, 
15, 
20, 
21, 
27, 
25, 
16, 
15, 
14, 
18, 
18, 
22, 
20, 
20, 
16, 
16, 
17, 
20, 
18, 
17, 
22, 
21, 
17, 
18, 
20, 
29, 
18, 
32, 
16, 
17, 
23, 
21, 
23, 
19, 
16, 
29, 
28, 
22, 
16, 
20, 
23, 
14, 
22, 
16, 
20, 
25, 
17, 
15, 
16, 
17, 
19, 
15, 
18, 
40, 
18, 
18, 
21, 
21, 
71, 
24, 
20, 
27, 
19, 
17, 
23, 
21, 
34, 
25, 
19, 
16, 
20, 
21, 
25, 
18, 
21, 
23, 
19, 
26, 
24, 
27, 
20, 
28, 
22, 
18, 
20, 
16, 
21, 
19, 
15, 
20, 
97, 
14, 
23, 
20, 
20, 
19, 
14, 
15, 
18, 
14, 
19, 
24, 
17, 
22, 
19, 
42, 
24, 
44, 
19, 
23, 
24, 
22, 
17, 
14, 
19, 
17, 
17, 
20, 
18, 
16, 
18, 
162, 
45, 
18, 
23, 
17, 
13, 
16, 
17, 
32, 
14, 
17, 
16, 
16, 
17, 
25, 
18, 
21, 
21, 
23, 
27, 
17, 
16, 
26, 
17, 
16, 
17, 
27, 
18, 
15, 
17, 
25, 
18, 
47, 
142, 
24, 
26, 
18, 
23, 
16, 
19, 
19, 
16, 
16, 
18, 
18, 
19, 
18, 
16, 
41, 
16, 
20, 
18, 
15, 
17, 
68, 
20, 
18, 
26, 
90, 
19, 
15, 
19, 
25, 
18, 
104, 
19, 
18, 
19, 
17, 
30, 
29, 
20, 
22, 
34, 
20, 
19, 
24, 
24, 
15, 
20, 
25, 
23, 
19, 
22, 
19, 
18, 
17, 
16, 
43, 
15, 
21, 
33, 
25, 
18, 
87, 
24, 
40, 
19, 
19, 
18, 
17, 
20, 
14, 
15, 
20, 
18, 
25, 
16, 
17, 
23, 
20, 
14, 
25, 
18, 
15, 
18, 
24, 
22, 
46, 
20, 
21, 
20, 
59, 
25, 
15, 
19, 
18, 
20, 
18, 
19, 
19, 
18, 
19, 
30, 
25, 
20, 
44, 
20, 
18, 
20, 
15, 
14, 
17, 
16, 
17, 
21, 
21, 
30, 
16, 
17, 
32, 
50, 
24, 
22, 
23, 
24, 
19, 
18, 
67, 
150, 
23, 
29, 
40, 
22, 
23, 
22, 
15, 
17, 
18, 
16, 
16, 
21, 
18, 
19, 
16, 
26, 
20, 
41, 
25, 
17, 
18, 
18, 
18, 
21, 
17, 
21, 
19, 
18, 
23, 
113, 
90, 
15, 
15, 
17, 
18, 
19, 
18, 
17, 
17, 
16, 
17, 
16, 
19, 
17, 
19, 
17, 
17, 
47, 
23, 
15, 
21, 
23, 
21, 
19, 
21, 
16, 
22, 
29, 
18, 
40, 
16, 
63, 
88, 
16, 
21, 
19, 
17, 
19, 
17, 
18, 
18, 
20, 
19, 
27, 
18, 
51, 
22, 
28, 
22, 
37, 
20, 
17, 
19, 
27, 
34, 
22, 
18, 
34, 
25, 
25, 
17, 
20, 
17, 
134, 
20, 
17, 
25, 
14, 
24, 
16, 
19, 
29, 
27, 
24, 
18, 
16, 
17, 
18, 
17, 
19, 
23, 
26, 
49, 
64, 
15, 
21, 
32, 
22, 
17, 
20, 
20, 
15, 
17, 
36, 
16, 
19, 
15, 
15, 
19, 
18, 
22, 
19, 
29, 
18, 
48, 
43, 
17, 
18, 
16, 
15, 
18, 
18, 
21, 
21, 
19, 
16, 
18, 
67, 
18, 
19, 
25, 
33, 
17, 
18, 
23, 
17, 
20, 
19, 
22, 
23, 
19, 
19, 
16, 
20, 
27, 
19, 
21, 
51, 
23, 
19, 
15, 
17, 
19, 
19, 
22, 
17, 
20, 
22, 
22, 
33, 
18, 
21, 
22, 
24, 
18, 
15, 
27, 
26, 
19, 
21, 
20, 
20, 
30, 
15, 
15, 
23, 
25, 
21, 
23, 
107, 
56, 
17, 
18, 
18, 
18, 
19, 
15, 
30, 
41, 
18, 
19, 
12, 
28, 
34, 
23, 
18, 
19, 
40, 
18, 
120, 
17, 
28, 
22, 
16, 
58, 
17, 
48, 
23, 
22, 
18, 
23, 
23, 
19, 
22, 
16, 
15, 
18, 
18, 
17, 
17, 
29, 
25, 
27, 
22, 
19, 
17, 
19, 
24, 
20, 
19, 
21, 
31, 
15, 
69, 
15, 
14, 
18, 
32, 
26, 
13, 
17, 
17, 
18, 
19, 
16, 
14, 
18, 
18, 
20, 
19, 
15, 
22, 
14, 
19, 
15, 
20, 
19, 
18, 
25, 
20, 
18, 
17, 
43, 
36, 
34, 
25, 
24, 
19, 
21, 
20, 
18, 
19, 
40, 
25, 
19, 
23, 
24, 
34, 
17, 
18, 
14, 
21, 
14, 
21, 
16, 
22, 
19, 
16, 
27, 
17, 
17, 
17, 
17, 
28, 
61, 
17, 
19, 
27, 
18, 
18, 
26, 
16, 
18, 
18, 
36, 
27, 
15, 
22, 
15, 
18, 
21, 
32, 
19, 
16, 
20, 
25, 
23, 
18, 
21, 
20, 
20, 
25, 
20, 
28, 
22, 
96, 
105, 
22, 
17, 
19, 
19, 
22, 
41, 
17, 
18, 
21, 
17, 
16, 
16, 
19, 
19, 
17, 
15, 
41, 
31, 
17, 
25, 
18, 
22, 
21, 
19, 
21, 
14, 
22, 
24, 
21, 
20, 
27, 
30, 
18, 
20, 
20, 
18, 
20, 
34, 
18, 
25, 
17, 
19, 
23, 
26, 
22, 
18, 
17, 
20, 
15, 
19, 
26, 
19, 
18, 
13, 
17, 
105, 
26, 
18, 
15, 
16, 
15, 
17, 
18, 
18, 
33, 
60, 
41, 
29, 
18, 
19, 
22, 
21, 
17, 
16, 
15, 
25, 
21, 
21, 
17, 
28, 
18, 
20, 
18, 
17, 
35, 
17, 
49, 
21, 
15, 
22, 
20, 
22, 
18, 
21, 
43, 
15, 
17, 
44, 
21, 
22, 
23, 
27, 
20, 
17, 
