192.168.0.159,192.168.0.163,192.168.0.157,192.168.0.164,192.168.0.160
3.09,0.231,0.561,0.346,3.77
3.09,0.231,0.561,0.347,3.77
3.1,0.231,0.561,0.347,3.78
3.1,0.231,0.561,0.347,3.78
3.1,0.231,0.561,0.347,3.78
3.1,0.231,0.561,0.347,3.78
3.1,0.231,0.561,0.348,3.78
3.1,0.231,0.561,0.348,3.8
3.1,0.231,0.561,0.348,3.8
3.1,0.231,0.561,0.348,3.81
3.1,0.231,0.561,0.348,3.81
3.1,0.231,0.561,0.349,3.82
3.1,0.231,0.561,0.349,3.82
3.11,0.231,0.561,0.349,3.82
3.11,0.231,0.561,0.349,3.84
3.11,0.231,0.561,0.35,3.84
3.11,0.231,0.561,0.35,3.84
3.12,0.231,0.561,0.35,3.84
3.12,0.231,0.561,0.35,3.84
3.12,0.231,0.561,0.35,3.84
3.12,0.231,0.561,0.35,3.84
3.12,0.231,0.561,0.351,3.84
3.12,0.231,0.561,0.351,3.84
3.12,0.231,0.561,0.351,3.85
3.12,0.231,0.561,0.351,3.86
3.13,0.232,0.561,0.351,3.87
3.13,0.232,0.561,0.351,3.88
3.13,0.232,0.561,0.351,3.88
3.13,0.232,0.561,0.351,3.88
3.13,0.232,0.561,0.351,3.89
3.13,0.232,0.561,0.351,3.89
3.13,0.232,0.561,0.351,3.89
3.13,0.232,0.561,0.351,3.9
3.13,0.232,0.562,0.352,3.9
3.13,0.232,0.562,0.352,3.9
3.13,0.232,0.562,0.352,3.9
3.14,0.232,0.562,0.352,3.91
3.14,0.232,0.562,0.352,3.92
3.14,0.232,0.562,0.353,3.93
3.14,0.232,0.562,0.353,3.94
3.14,0.232,0.562,0.353,3.94
3.14,0.232,0.562,0.353,3.98
3.14,0.232,0.562,0.354,3.98
3.14,0.232,0.562,0.354,3.99
3.15,0.232,0.562,0.354,4.0
3.15,0.232,0.562,0.354,4.01
3.15,0.232,0.562,0.354,4.01
3.15,0.232,0.562,0.354,4.02
3.15,0.232,0.562,0.354,4.03
3.15,0.232,0.562,0.355,4.04
3.15,0.232,0.562,0.355,4.05
3.15,0.232,0.562,0.355,4.06
3.15,0.232,0.562,0.355,4.06
3.16,0.232,0.562,0.355,4.06
3.16,0.232,0.562,0.355,4.07
3.16,0.232,0.562,0.355,4.08
3.16,0.232,0.562,0.355,4.09
3.16,0.232,0.562,0.355,4.09
3.16,0.232,0.562,0.355,4.1
3.16,0.232,0.562,0.355,4.11
3.16,0.232,0.562,0.356,4.11
3.17,0.232,0.562,0.356,4.12
3.17,0.232,0.562,0.356,4.13
3.17,0.232,0.562,0.356,4.15
3.17,0.232,0.562,0.356,4.2
3.17,0.232,0.562,0.356,4.2
3.17,0.232,0.562,0.357,4.21
3.17,0.233,0.562,0.357,4.21
3.17,0.233,0.562,0.357,4.22
3.17,0.233,0.562,0.357,4.22
3.18,0.233,0.563,0.357,4.23
3.18,0.233,0.563,0.357,4.24
3.18,0.233,0.563,0.358,4.26
3.18,0.233,0.563,0.358,4.26
3.18,0.233,0.563,0.358,4.26
3.18,0.233,0.563,0.358,4.26
3.18,0.233,0.563,0.358,4.27
3.18,0.233,0.563,0.358,4.27
3.19,0.233,0.563,0.358,4.27
3.19,0.233,0.563,0.358,4.27
3.19,0.233,0.563,0.359,4.28
3.19,0.233,0.563,0.359,4.29
3.19,0.233,0.563,0.359,4.3
3.19,0.233,0.563,0.359,4.31
3.19,0.233,0.563,0.359,4.31
3.19,0.233,0.563,0.359,4.32
3.19,0.233,0.563,0.359,4.35
3.19,0.233,0.563,0.359,4.36
3.19,0.233,0.563,0.359,4.37
3.19,0.234,0.563,0.359,4.37
3.2,0.234,0.563,0.359,4.38
3.2,0.234,0.563,0.359,4.4
3.2,0.234,0.563,0.359,4.4
3.2,0.234,0.563,0.359,4.41
3.2,0.234,0.563,0.36,4.41
3.2,0.234,0.563,0.36,4.43
3.21,0.234,0.563,0.36,4.51
3.21,0.234,0.563,0.36,4.52
3.21,0.234,0.563,0.36,4.53
3.21,0.234,0.563,0.36,4.53
3.21,0.234,0.564,0.36,4.53
3.21,0.234,0.564,0.36,4.54
3.21,0.234,0.564,0.361,4.56
3.22,0.235,0.564,0.361,4.57
3.22,0.235,0.564,0.361,4.59
3.22,0.235,0.564,0.361,4.6
3.22,0.235,0.564,0.361,4.61
3.22,0.235,0.564,0.361,4.62
3.22,0.235,0.564,0.362,4.67
3.22,0.235,0.564,0.362,4.68
3.22,0.235,0.564,0.362,4.72
3.22,0.235,0.564,0.362,4.83
3.22,0.235,0.564,0.362,4.84
3.22,0.236,0.564,0.362,4.86
3.22,0.236,0.564,0.362,4.87
3.22,0.236,0.564,0.362,4.9
3.22,0.236,0.564,0.362,4.92
3.23,0.236,0.564,0.362,4.92
3.23,0.236,0.564,0.362,4.93
3.23,0.236,0.564,0.363,4.95
3.23,0.236,0.564,0.363,4.95
3.23,0.236,0.564,0.363,4.96
3.23,0.236,0.564,0.363,4.97
3.24,0.236,0.564,0.363,4.97
3.24,0.236,0.564,0.363,4.97
3.24,0.236,0.564,0.363,4.98
3.24,0.236,0.564,0.363,5.0
3.24,0.237,0.564,0.363,5.0
3.24,0.237,0.564,0.363,5.03
3.24,0.237,0.565,0.364,5.05
3.24,0.237,0.565,0.364,5.12
3.24,0.237,0.565,0.364,5.19
3.24,0.237,0.565,0.364,5.22
3.24,0.237,0.565,0.364,5.24
3.25,0.237,0.565,0.365,5.26
3.25,0.237,0.565,0.365,5.28
3.25,0.237,0.565,0.365,5.28
3.25,0.238,0.565,0.365,5.3
3.25,0.238,0.565,0.365,5.34
3.26,0.238,0.565,0.365,5.36
3.26,0.238,0.565,0.365,5.37
3.26,0.238,0.565,0.365,5.38
3.26,0.238,0.565,0.366,5.38
3.26,0.238,0.565,0.366,5.42
3.26,0.238,0.565,0.366,5.46
3.27,0.238,0.565,0.366,5.54
3.27,0.238,0.565,0.366,5.55
3.27,0.239,0.565,0.366,5.57
3.27,0.239,0.565,0.366,5.58
3.27,0.239,0.565,0.366,5.59
3.27,0.239,0.565,0.366,5.62
3.27,0.239,0.565,0.367,5.62
3.27,0.239,0.565,0.367,5.63
3.27,0.239,0.565,0.367,5.64
3.27,0.239,0.565,0.367,5.66
3.27,0.239,0.565,0.367,5.66
3.28,0.24,0.565,0.368,5.68
3.28,0.24,0.566,0.368,5.72
3.28,0.24,0.566,0.368,5.74
3.28,0.24,0.566,0.369,5.78
3.28,0.24,0.566,0.369,5.82
3.29,0.24,0.566,0.369,5.84
3.29,0.24,0.566,0.369,5.93
3.29,0.24,0.566,0.369,6.03
3.29,0.24,0.566,0.369,6.05
3.29,0.24,0.566,0.369,6.05
3.29,0.24,0.566,0.369,6.07
3.29,0.24,0.566,0.369,6.19
3.29,0.241,0.566,0.369,6.19
3.3,0.241,0.566,0.37,6.23
3.3,0.241,0.566,0.37,6.33
3.3,0.241,0.566,0.371,6.33
3.3,0.241,0.566,0.371,6.34
3.3,0.242,0.567,0.371,6.34
3.3,0.242,0.567,0.371,6.36
3.3,0.242,0.567,0.372,6.38
3.3,0.242,0.567,0.372,6.38
3.31,0.243,0.567,0.372,6.41
3.31,0.243,0.567,0.372,6.42
3.31,0.244,0.567,0.373,6.66
3.31,0.244,0.567,0.373,6.67
3.31,0.244,0.567,0.373,6.68
3.31,0.244,0.567,0.373,6.8
3.31,0.244,0.567,0.373,6.83
3.32,0.244,0.567,0.373,6.92
3.32,0.244,0.567,0.373,6.96
3.32,0.245,0.567,0.374,7.04
3.32,0.245,0.567,0.374,7.05
3.32,0.245,0.567,0.374,7.09
3.32,0.245,0.567,0.375,7.21
3.33,0.245,0.567,0.376,7.31
3.33,0.245,0.567,0.376,7.37
3.33,0.245,0.567,0.376,7.38
3.33,0.246,0.567,0.377,7.46
3.33,0.246,0.567,0.377,7.49
3.33,0.246,0.567,0.377,7.49
3.34,0.246,0.567,0.377,7.5
3.34,0.246,0.567,0.377,7.52
3.34,0.246,0.567,0.377,7.6
3.34,0.246,0.568,0.378,7.64
3.34,0.246,0.568,0.378,7.68
3.35,0.246,0.568,0.379,7.71
3.35,0.246,0.568,0.38,7.73
3.35,0.246,0.568,0.38,7.75
3.35,0.246,0.568,0.38,7.85
3.36,0.246,0.568,0.381,7.88
3.36,0.246,0.568,0.381,7.97
3.36,0.246,0.568,0.381,7.98
3.36,0.246,0.568,0.381,7.98
3.37,0.246,0.568,0.382,8.02
3.37,0.246,0.568,0.382,8.04
3.37,0.247,0.568,0.382,8.09
3.38,0.247,0.568,0.382,8.19
3.38,0.247,0.569,0.382,8.29
3.38,0.247,0.569,0.382,8.56
3.39,0.247,0.569,0.382,8.67
3.39,0.247,0.569,0.383,8.68
3.4,0.247,0.569,0.383,8.68
3.4,0.247,0.569,0.383,8.75
3.4,0.247,0.569,0.383,8.93
3.41,0.247,0.569,0.383,9.0
3.42,0.247,0.569,0.383,9.06
3.42,0.248,0.569,0.383,9.12
3.42,0.248,0.569,0.384,9.12
3.42,0.248,0.569,0.384,9.12
3.43,0.248,0.569,0.384,9.13
3.43,0.248,0.569,0.384,9.19
3.44,0.248,0.569,0.384,9.25
3.44,0.248,0.569,0.385,9.26
3.44,0.248,0.569,0.385,9.29
3.44,0.249,0.569,0.385,9.29
3.45,0.249,0.569,0.385,9.31
3.45,0.249,0.569,0.385,9.4
3.45,0.249,0.569,0.385,9.41
3.46,0.249,0.569,0.385,9.47
3.47,0.249,0.569,0.385,9.57
3.47,0.25,0.57,0.385,9.59
3.48,0.25,0.57,0.385,9.59
3.48,0.25,0.57,0.386,9.62
3.49,0.25,0.57,0.386,9.64
3.5,0.251,0.57,0.386,9.77
3.5,0.251,0.57,0.386,9.82
3.51,0.252,0.57,0.386,9.85
3.52,0.252,0.57,0.386,9.86
3.52,0.252,0.57,0.386,9.88
3.53,0.252,0.57,0.386,10.1
3.54,0.252,0.57,0.386,10.1
3.57,0.253,0.57,0.387,10.2
3.6,0.253,0.57,0.387,10.2
3.61,0.253,0.57,0.387,10.6
3.63,0.253,0.57,0.387,10.7
3.63,0.253,0.571,0.387,10.9
3.72,0.253,0.571,0.387,10.9
3.76,0.254,0.571,0.388,11.0
3.9,0.254,0.571,0.388,11.0
3.91,0.255,0.571,0.388,11.2
3.95,0.255,0.571,0.389,11.2
3.99,0.255,0.571,0.389,11.2
4.03,0.255,0.571,0.389,11.3
4.09,0.255,0.571,0.389,11.4
4.34,0.255,0.571,0.389,11.5
4.35,0.255,0.571,0.39,11.6
4.63,0.256,0.571,0.39,11.8
4.82,0.256,0.572,0.39,11.9
4.87,0.256,0.572,0.39,11.9
4.98,0.257,0.572,0.39,12.0
5.23,0.257,0.572,0.391,12.1
5.95,0.258,0.572,0.391,12.1
10.4,0.258,0.572,0.391,12.4
11.2,0.259,0.572,0.392,13.0
13.0,0.26,0.572,0.393,13.0
18.9,0.261,0.573,0.393,13.2
21.7,0.262,0.573,0.393,13.3
23.7,0.262,0.573,0.393,13.4
24.2,0.262,0.573,0.393,14.3
24.3,0.262,0.573,0.393,15.1
25.4,0.264,0.573,0.393,15.5
25.6,0.265,0.573,0.394,16.2
27.6,0.267,0.574,0.394,16.9
31.7,0.275,0.574,0.395,17.5
32.2,0.285,0.574,0.395,17.9
32.8,0.299,0.575,0.396,18.3
37.9,0.299,0.576,0.396,20.0
39.0,0.303,0.576,0.396,20.6
39.5,0.308,0.576,0.396,20.9
39.7,0.309,0.576,0.397,21.2
43.0,0.315,0.576,0.397,21.8
44.2,0.322,0.577,0.397,22.8
52.9,0.325,0.578,0.397,24.3
53.5,0.325,0.578,0.398,24.5
56.6,0.326,0.578,0.398,24.8
60.6,0.327,0.578,0.399,25.0
62.2,0.329,0.578,0.399,25.6
66.2,0.331,0.579,0.399,25.8
70.4,0.332,0.579,0.4,26.1
71.2,0.334,0.579,0.401,26.4
74.6,0.334,0.58,0.401,27.2
83.9,0.334,0.581,0.402,27.9
87.0,0.335,0.582,0.402,28.4
90.6,0.336,0.583,0.403,29.6
98.9,0.337,0.583,0.403,30.3
102.0,0.341,0.584,0.403,31.5
103.0,0.341,0.584,0.403,31.7
103.0,0.343,0.588,0.404,32.0
104.0,0.344,0.589,0.405,33.1
113.0,0.357,0.591,0.409,35.1
116.0,0.367,0.591,0.411,36.8
123.0,0.386,0.595,0.425,41.1
126.0,0.387,0.596,0.426,41.3
