192.168.0.128,192.168.0.170,192.168.0.112,192.168.0.197,192.168.0.162
0.453,0.552,1.14,0.558,0.47
0.453,0.552,1.14,0.558,0.472
0.454,0.552,1.14,0.558,0.474
0.455,0.552,1.14,0.558,0.475
0.456,0.553,1.14,0.558,0.485
0.456,0.553,1.14,0.559,0.496
0.456,0.553,1.14,0.559,0.499
0.456,0.553,1.14,0.559,0.5
0.459,0.554,1.14,0.559,0.501
0.459,0.554,1.14,0.56,0.502
0.46,0.554,1.14,0.56,0.503
0.46,0.554,1.14,0.56,0.505
0.46,0.554,1.14,0.56,0.507
0.46,0.555,1.14,0.56,0.508
0.461,0.555,1.14,0.561,0.508
0.461,0.555,1.14,0.561,0.51
0.461,0.556,1.14,0.562,0.512
0.463,0.557,1.14,0.562,0.514
0.463,0.557,1.14,0.562,0.515
0.465,0.557,1.14,0.563,0.524
0.465,0.558,1.14,0.564,0.525
0.467,0.559,1.14,0.564,0.527
0.467,0.559,1.14,0.565,0.527
0.468,0.56,1.14,0.565,0.528
0.469,0.561,1.14,0.567,0.533
0.472,0.561,1.14,0.569,0.534
0.476,0.564,1.14,0.57,0.534
0.478,0.565,1.14,0.573,0.545
0.486,0.57,1.15,1.94,1.96
